Id,Value,Notes
Str_Difficulty_Hard,"Hard",
Str_HighScores_NoScore,"There are no high scores yet",
Str_HighScores_YourCash,"Your Cash",
Str_Mail_Inbox,"Inbox",
Str_Mail_Junk,"Junk",
Str_People_Employees,"Employees",
Str_People_Candidates,"Candidates",
Str_People_Shareholders,"Shareholders",
Str_People_NoCandidates,"No Candidates",
Str_Office_Full,"Office is Full",
Str_Help_LevelUpRecruitment,"Tip: Level up Recruitment to increase the number of candidates",
Str_Event_WarNZ,"War in New Zealand",
Str_Event_WarSolomon,"Solomon Islands Attacks Russia",
Str_Event_PeaceMiddleEast,"Peace in the Middle East",
Str_Event_USAFreedomFry,"USA Gifts Statue of Freedom Fry",
Str_Event_SupermanTrailer,"Superman Trailer Shocks Stocks",
Str_Event_MoonsAlign,"Moons Align, Literally",
Str_Event_InvestmentTaxBreak,"Investment Tax Breaks",
Str_Event_InvestmentTaxRise,"Investment Tax Rises",
Str_Event_CoffeeHabits,"Coffee Habits Drive Up Rent",
Str_Event_CapsuleOffice,"Capsule Offices are All the Rage",
Str_Event_Airono,"Airono is in Town",
Str_Event_ClownWorldcup,"Clown Worldcup is Here",
Str_Event_CurrencyStrong,"Local Currency Gets Strong",
Str_Event_CurrencyWeak,"Local Currency Gets Weak",
Str_Event_MikeTyson,"Mike Tyson Endorsement",
Str_Event_PrincePhilip,"Prince Philip Rejection",
Str_Event_GameOfDrones,"Game of Drones Mention",
Str_Event_UnemploymentPeak,"Unemployment Peak",
Str_Event_UnemploymentDrop,"Unemployment Drop",
Str_Event_BeaversDam,"Beavers Dam Effect",
Str_Event_GarbageHero,"Garbage Hero AR Goes Viral",
Str_Event_JobSpeech,"Speech Dries Up Job Applications",
Str_Event_Hackacom,"Hackacom Closes its Doors",
Str_Event_DietFad,"6 Course Diet Fad Strains Budgets",
Str_Event_64KStreaming,"64K Streaming Squeezes Internet",
Str_Event_GiantSquid,Squids Damage Internet Backbone,
Str_Event_DigitalPiracy,Digital Piracy On Temporary Hold,
Str_Event_CloudWars,Cloud Infrastructure Wars,
Str_Event_BestSeller,Best Seller Warns of Technology,
Str_Event_StartupGame,Startup Game Rejuvenates Industry,
Str_Event_SecurityBreach,"Security Breach",
Str_EventImpact_Visitors,"Visitors",
Str_EventImpact_Signups,"Signups",
Str_EventImpact_Churn,"Churn",
Str_EventImpact_InvestorCapital,"Investor Capital",
Str_EventImpact_PropertyRental,"Property Rental",
Str_EventImpact_Candidates,"Candidates",
Str_EventImpact_StartingSalary,"Starting Salary",
Str_EventImpact_EmployeeHappiness,"Employee Happiness",
Str_EventImpact_InfrastructureCost,"Infrastructure Cost",
Str_Upgrade_Responsive,"Responsive Design",
Str_Upgrade_Responsive_Full,"Responsive Design Upgrade",
Str_Upgrade_Responsive_Desc,"Responsive design allows you to design UI that works well on devices of all shapes and sizes, from a small mobile phone to a large desktop screen. Responsive design is especially important for products that are consumer facing and are used at home or work, and on the go.",
Str_Upgrade_Accessibility,"Accessibility",
Str_Upgrade_Accessibility_Full,"Accessibility Upgrade",
Str_Upgrade_Accessibility_Desc,"Accessibility allows users with disability, especially those with visual impairment, to use your product. Accessibility  is always important, but especially for software that are a daily necessity.",
Str_Upgrade_Typography,"Improved Typography",
Str_Upgrade_Typography_Full,"Improved Typography Upgrade",
Str_Upgrade_Typography_Desc,"Typography is a key part of UI design, and can greatly affect the attractiveness and usability of your product. It is especially important for software that rely on look and feel to attract customers.",
Str_Upgrade_Tutorials,"User Tutorials",
Str_Upgrade_Tutorials_Full,"User Tutorials Upgrade",
Str_Upgrade_Tutorials_Desc,"User tutorials can guide users in using your product effectively. Help and documentation is an effective way of training advanced users in complex software.",
Str_Upgrade_Memory,"Memory Usage Optimization",
Str_Upgrade_Memory_Full,"Memory Usage Optimization Upgrade",
Str_Upgrade_Memory_Desc,"Reducing the memory requirements of your product allows more users to be able to use your software. Heavy-weight software that require a lot of computer resources benefit from this kind of optimization.",
Str_Upgrade_Offline,"Offline Access",
Str_Upgrade_Offline_Full,"Offline Access Upgrade",
Str_Upgrade_Offline_Desc,"Being able to use software without internet connectivity is always a good option, but in some cases is indispensable. Productivity tools, for example, are a good candidate for this upgrade.",
Str_Upgrade_Errors,"Improved Error Handling",
Str_Upgrade_Errors_Full,"Improved Error Handling Upgrade",
Str_Upgrade_Errors_Desc,"By improving error handling and logging in your features, not only do you make it easier to support and debug your features, you improve the way users feel about the quality of your software. Improved error handling is always a good investment!",
Str_Upgrade_ForwardCompat,"Forward Compatibility",
Str_Upgrade_ForwardCompat_Full,"Forward Compatibility Upgrade",
Str_Upgrade_ForwardCompat_Desc,"Being able to upgrade to new versions of your software without hitches creates a great user experience. This becomes invaluable for software where the user is creating a lot of data (such as documents) which need to be migrated to later versions of your software.",
Str_Upgrade_API,"API Integration",
Str_Upgrade_API_Full,"API Integration Upgrade",
Str_Upgrade_API_Desc,"APIs allow other developers to extend your software and integrate with it. Data-centric software are generally good candidates for providing an API.",
Str_Upgrade_AdaptiveUI,"Adaptive UI",
Str_Upgrade_AdaptiveUI_Full,"Adaptive UI Upgrade",
Str_Upgrade_AdaptiveUI_Desc,"Adaptive UI is the ability for your features to adapt and adjust to each user, based on their usage. This can be a powerful tool for products that are used very frequently throughout the day.",
Str_Upgrade_Gestures,"Gestures",
Str_Upgrade_Gestures_Full,"Gestures Upgrade",
Str_Upgrade_Gestures_Desc,"Gestures give users the ability to quickly navigate you software using touch gestures. Mobile/touch centric software benefit the most from this upgrade.",
Str_Upgrade_Localisation,"Localization",
Str_Upgrade_Localisation_Full,"Localization Upgrade",
Str_Upgrade_Localisation_Desc,"Localization is the process of translating and making your software appropriate for non-English audiences. Text-centric software benefit the most from this upgrade.",
Str_Upgrade_Compare_Better,"Liked more than {0}",
Str_Upgrade_Compare_Worse,"Liked less than {0}",
Str_Upgrade_Compare_Same,"Liked about the same as {0}",
Str_Upgrade_DevEffort,"Dev Effort",
Str_Upgrade_DesignEffort,"Design Effort",
Str_Report_BestFeature,"Best Feature",
Str_Report_FeatureUpgrades,"Feature Upgrades",
Str_Report_Bugs,"Bugs",
Str_Report_DesignTechBalance,"Design / Tech Balance",
Str_Report_Marketing,"Marketing",
Str_Report_Pricing,"Pricing",
Str_Report_Upgrade_CareEqually,"Customers in our market segment care equally about {0} and {1}.",
Str_Report_Upgrade_CareMore,"Customers in our market segment care more about {0} than {1}.",
Str_Report_Pricing_PerfectOneTier,"We are doing well with our single pricing plan, but we should consider introducing more plans to reach more potential customers.",
Str_Report_Pricing_PerfectTwoTier,"We are doing well with our two tier pricing plans, but we should consider introducing a third plan to reach more potential customers.",
Str_Report_Pricing_PerfectThreeTier,"We are doing well with our three tier pricing plans.",
Str_Report_Pricing_Perfect_Short,"We are doing well"
Str_Report_Pricing_WayTooHigh,"The price of our '{0}' plan ({1:C0}) is way too high. We really need to lower it.",
Str_Report_Pricing_WayTooHigh_Short,"Way Too High",
Str_Report_Pricing_TooHigh,"The price of our '{0}' plan ({1:C0}) is getting close to where it should be, but is too high. We should consider lowering it a bit.",
Str_Report_Pricing_TooHigh_Short,"A bit too high",
Str_Report_Pricing_TooLow,"The price of our '{0}' plan ({1:C0}) is getting close to where it should be, but is too low. We should consider raising it a bit.",
Str_Report_Pricing_TooLow_Short,"A bit too low",
Str_Report_Pricing_WayTooLow,"The price of our '{0}' plan ({1:C0}) is way too low. We should definitely raise it.",
Str_Report_Pricing_WayTooLow_Short,"Way too low",
Str_Report_BestFeature_Desc,"Our best feature has {0} components, {1} upgrades, and {2} bugs.",
Str_Report_BestFeature_IsRequested,"This feature was requested by our users".,
Str_Report_Bugs_Good,"Our customers are really happy with how bug free our product is. {0} out of {1} features have known bugs.",
Str_Report_Bugs_SoSo,"Our customers think we are doing an OK job with bugs but we could be doing better. {0} out of {1} features have known bugs.",
Str_Report_Bugs_Bad,"The number of bugs in our product is really hurting us in the market. We need to get it under control. {0} out of {1} features have known bugs.",
Str_Report_DesignTechBalance_MoreDesign,"Our potential customers in this market care more about design than technical features.",
Str_Report_DesignTechBalance_MoreTech,"Our potential customers in this market care more about technical features than design.",
Str_Report_DesignTechBalance_SameDesignAndTech,"Our potential customers care equally about design and technical features.",
Str_Report_DesignTechBalance_Stats,"Based on this, {0} of our features are too technical, {1} of our features are too design focused, and {2} of our features hit the right balance between design and tech.",
Str_Report_Marketing_BetterForAllSpending,"{0} will attract a larger number of visitors than {1}, for any amount of spending.",
Str_Report_Marketing_BetterForSomeSpending,"{0} will attract a larger number of visitors than {1}, if we spend more than {2:C0}."
Str_Happiness_Opportunities,"There are just so many exciting opportunities out there.",
Str_Happiness_Poachers,"Poachers are calling us right, left and center. Just saying...",
Str_Happiness_BetterSalaries,"I keep hearing about better salaries out there.",
Str_Happiness_EveryoneHiring,"It feels like everybody is hiring these days.",
Str_SprintNotification_BacklogItem,"Level {0} {1}",
Str_SprintNotification_Feature,"{0} Feature",
Str_SprintNotification_Features,"{0} Features",
Str_SprintNotification_Upgrade,"{0} Upgrade",
Str_SprintNotification_Upgrades,"{0} Upgrades",
Str_SprintNotification_Bug,"{0} Bug Fix",
Str_SprintNotification_Bugs,"{0} Bug Fixes",
Str_SprintNotification_Sprint,"Sprint {0} Completed",
Str_Notification_UrgentMail,"You have received an urgent email!",
Str_Notification_ReadyForLaunch,"We are ready to launch the product. Let's ship it!",
Str_Notification_NameListDelimeter,"{0}, {1}",
Str_Notification_NameListDelimeterLast,"{0} and {1}",
Str_Notification_EmployeeQuit,"{0} had enough and quit!!",
Str_Notification_EmployeesQuit,"{0} had enough and quit!!",
Str_Notification_UnfinishedFeature,"You have not finished the design of a new feature. Either finish and add it to your sprint, or discard it.",
Str_Notification_InDebt,"Your account balance has gone into negative! You only have 8 weeks of runway before you must declare bankruptcy. Consider finding an investor!",
Str_Notification_FirstCustomer,"Well done! Your very first user just signed up and many more are sure to follow.",
Str_Notification_Quit,"Are you sure you want to quit without saving?",
Str_Notification_NewGame,"Are you sure you want to start a new game? You will lose any unsaved changes in this game.",
Str_Notification_ConflictingFeature,"The feature you have designed conflicts with a user-requested feature. If you continue to build it, you will miss the chance to build the requested feature.",
Str_Notification_NewNetworkTopologyAvailable,"A new network topology is available for research",
Str_Notification_NetworkTopologyResearchCompleted,"Completed researching {0}",
Str_Notification_EmptySprint,"Your sprint is empty. Head to the backlog and choose the tasks you want to work on.",
Str_Notification_NoServers,"You must have at least 1 server in an active data center.",
Str_Notification_FullSprint,"Your sprint is already full!",
Str_Notification_SelectInvestor,"Select at least one investor profile.",
Str_Notification_SellCompany,"Selling your company will end the game. Are you sure you have had it with your venture?"
Str_Notification_BadCounterOffer,"Your counter offer is worse than what the investor originally offered you. You may want to reconsider.",
Str_Notification_OfficeTooSmall,"That office is too small!",
Str_Notification_FurnitureInCredit,"Your furniture has been placed in storage. Would you like to place them in your office now?",
Str_Notification_ConfirmDeprecateFeature,"Are you sure you want to deprecate this feature?",
Str_Notification_ConfirmCancelFeature,"Are you sure you want to cancel this feature? Any progress will be lost.",
Str_Notification_ConfirmCancelFeatureUpgrade,"Are you sure you want to cancel this upgrade? Any progress will be lost.",
Str_Notification_AlreadyDesginingFeature,"A feature is already being designed. Finish or discard it first before creating a new one.",
Str_Notification_Action_OpenMail,"Open Mailbox",
Str_Notification_Action_Launch,"Launch",
Str_Notification_Action_Close,"Close",
Str_Notification_Action_OpenBacklog,"Open Backlog",
Str_Notification_Action_Quit,"Quit",
Str_Notification_Action_NewGame,"New Game",
Str_Notification_Action_OpenInfrastructure,"Open Infrastructure",
Str_Notification_Action_SellCompany,"Sell it All!",
Str_Notification_Action_OpenStore,"Open Store",
Str_Notification_Action_SeeCandidates,"See Candidates",
Str_Notification_Action_OpenMarketing,"Open Marketing",
Str_Notification_Action_Next,"Next",
Str_Notification_Action_YesDeprecate,"Yes, deprecate",
Str_Notification_Action_YesCancel,"Yes, cancel",
Str_Tutorial_GameStart1_Page1,"First things first: let's head over to the backlog and figure out what we should work on.",
Str_Tutorial_Backlog1_Page1,"The backlog is where you pick the tasks and features to work on in the next sprint (1 week of work).",
Str_Tutorial_Backlog1_Page2,"Let's begin with desiging a new feature. Click the feature button on the left.",
Str_Tutorial_Backlog2_Page1,"Besides features there are other tasks we need to focus on.",
Str_Tutorial_Backlog2_Page2,"In the backlog on the left, double click the 'Infrastructure' task to add it to the next sprint.",
Str_Tutorial_Backlog2_Page3,"Hover the mouse over the question mark that appears above the task, to see what it's for and what it will unlock when it's leveled up.",
Str_Tutorial_Backlog3_Page1,"We are ready to start the sprint! Click the big play button at the top of the screen to get going.",
Str_Tutorial_Employees1_Page1,"Your team is your most valuable asset. Hire capable people with good attitudes, and you are well on your way to success!",
Str_Tutorial_Employees1_Page2,"Many different factors can cause your employees to become dissatisfied.",
Str_Tutorial_Employees1_Page3,"There are three ways you can deal with an unhappy employee: Increase their salary, add more goodies to the office, or make them or others that may be affecting them redundant.",
Str_Tutorial_Employees2_Page1,"That's a great little one-person show you got going on there, but if you you're going to succeed you have to start building a team. Start looking at candidates and hire someone that complements your skillset."
Str_Tutorial_Investment1_Page1,"Getting the right investors on-board can be the difference between fizzling out, or having enough runway to become profitable.",
Str_Tutorial_Investment1_Page2,"Investors appear here when you level up the Seek Investor task in your backlog.",
Str_Tutorial_Investment1_Page3,"You can select up to two investors to pitch your startup to. Pitching to investors can be tricky business, so if it's your first time remember to do a practice run.",
Str_Tutorial_Investment2_Page1,"You pitch your startup to investors with a slide show. There are 12 different subjects you can choose from.",
Str_Tutorial_Investment2_Page2,"Remember not all investors are interested in all subjects. Use their profile for clues as to what they might be interested in",
Str_Tutorial_Investment2_Page3,"You can also ask investors a question, which helps you eliminate some subjects they might not be interested in",
Str_Tutorial_Investment2_Page4,"If an investor reaches a minimum level of interest, they will make you an offer. You'll then have the chance to negotiate and/or accept the offer",
Str_Tutorial_Investment3_Page1,"Our cash reserves are slowly running out! We should look into finding some investors.",
Str_Tutorial_FirstFeature_Page1,"Awesome, you just built your very first feature! Now look at what else we need to do to complete the Minimum Viable Product, by clicking the arrow key at the bottom of the screen.",
Str_Tutorial_FirstLevelup_Page1,"Fantastic, you just leveled up your very first backlog item! Now look at what else we need to do to complete the Minimum Viable Product, by clicking the arrow key at the bottom of the screen.",
Str_Tutorial_FirstMarketingLevelup_Page1,"Great, you have gained some experience in marketing! We should start spending some money on marketing activities.",
Str_Tutorial_Metric_Breadth_Page1,"This is the total number of functional features. Increasing feature count improves the rate of signups.",
Str_Tutorial_Metric_Rating_Page1,"This is the sum of all feature ratings. Improving feature rating will reduce customer churn. A feature's rating depends on its component count, upgrades, performance, design/tech balance, and bug count.",
Str_Tutorial_Metric_Security_Page1,"The percentage of feature components that are secured. Increasing security reduces the chances of security attacks being successful.",
Str_Tutorial_Metric_Tests,"The percentage of technical feature components that are covered by a test. Tests reduce the number of bugs that may surface in a component.",
Str_Tutorial_RequestedFeature_Page1,"Market research can sometimes identify features that are in high demand by customers. Building these features might be complex but can be well worth your while!",
Str_Tutorial_RequestedFeature_Page2,"Building each requested feature will boost signups and reduce churn.",
Str_Tutorial_MarketResearch_Page1,"Market research is crucial part of any startup. To understand what features to build for your customers, level up Market Research in your backlog.",
Str_Tutorial_SprintsToFinish_Page1,"Tasks and features may take more than one sprint to finish. You can see their progress in the little bars at the top of the screen.",
Str_Tutorial_SprintsToFinish_Page2,"Continue to run sprints until the current tasks are completed.",
Str_Tutorial_UpgradeResearch_Page1,"Feature upgrades are extremely important in making effective and desirable. Here you can research upgrades that can then be added to individual features.",
Str_Tutorial_UpgradeResearch_Page2,"Remember upgrades take a long time to research. The best upgrades depend on the industry and type of product you're building, so choose wisely!",
Str_Tutorial_Feature_Rating,"Feature rating is based on its number of components, design/tech balance, upgrades, performance, and number of bugs. Requested features also have an increased rating.",
Str_InvestorProfile_Features1,"{{He}} is always buying and playing with the latest devices and gadgets.",
Str_InvestorProfile_Features2,"{{He}} always installs latest beta release of the OS on {{his}} phone.",
Str_InvestorProfile_Features3,"Whenever updating an app on {{his}} phone, {{he}} reads all of the release notes.",
Str_InvestorProfile_Features4,"{{He}} used to build electronic kits as a kid.",
Str_InvestorProfile_Features5,"{{He}} is the president of the local Lego club.",
Str_InvestorProfile_Infrastructure1,"Growing up, {{he}} enjoyed assembling computer parts.",
Str_InvestorProfile_Infrastructure2,"{{He}} constantly uses buzz words like 'cloud'.",
Str_InvestorProfile_Infrastructure3,"{{He}} strongly believes 5G network will ultimately be supersede fiber.",
Str_InvestorProfile_Infrastructure4,"{{He}} knows quite a bit about water cooling in computers.",
Str_InvestorProfile_Infrastructure5,"{{He}} has recently invested in a submarine data center startup.",
Str_InvestorProfile_Security1,"{{He}} regularly attends Black Hat conferences.",
Str_InvestorProfile_Security2,"{{He}} has a tape placed over {{his}} phone camera.",
Str_InvestorProfile_Security3,"{{He}} is a big fan of the original Tron film.",
Str_InvestorProfile_Security4,"{{He}} declined to use our Wi-Fi network and is using {{his}} own phone to hotspot.",
Str_InvestorProfile_Security5,"{{He}} always pays for {{his}} food with cash.",
Str_InvestorProfile_Ux1,"{{He}} loves tattoos and has multiple.",
Str_InvestorProfile_Ux2,"{{He}} only owns 4K monitors and swears by them.",
Str_InvestorProfile_Ux3,"{{He}} owns a high-end drawing tablet.",
Str_InvestorProfile_Ux4,"{{He}} is a great believer that skeuomorphism will make a comeback, albeit in a different form.",
Str_InvestorProfile_Ux5,"{{He}} hates websites that hijack the mouse scroll with javascript.",
Str_InvestorProfile_Branding1,"{{He}} is very well dressed and well presented.",
Str_InvestorProfile_Branding2,"{{He}} owns a MacBook with a custom skin.",
Str_InvestorProfile_Branding3,"{{His}} bag is covered with stickers.",
Str_InvestorProfile_Branding4,"{{He}} is wearing a Gucci suit and matching shoes.",
Str_InvestorProfile_Branding5,"{{He}} is always advising young entrepreneurs to choose a company name that has an emotional hook.",
Str_InvestorProfile_IA1,"{{His}} emails are always very well written and laid out clearly.",
Str_InvestorProfile_IA2,"{{He}} often likes to draw diagrams to get a point across.",
Str_InvestorProfile_IA3,"{{He}} has setup many folders and dozens of rules in {{his}} mailbox.",
Str_InvestorProfile_IA4,"{{He}} absolutely hates sites that mix up search categories and tags in a confusing way.",
Str_InvestorProfile_IA5,"{{He}} thinks spreadsheets are one of the most overused and misused tools in the software industry.",
Str_InvestorProfile_BusinessModel1,"{{He}} has helped a number of startups go from an idea to a profitable company.",
Str_InvestorProfile_BusinessModel2,"{{He}} believes the way a product is priced is most important decision an entrepreneur makes.",
Str_InvestorProfile_BusinessModel3,"{{He}} frequently talks about the merits of Lean methodology.",
Str_InvestorProfile_BusinessModel4,"{{He}} discourages early stage startups from building a two-sided marketplace, and instead asks them to focus on building one side first.",
Str_InvestorProfile_BusinessModel5,"{{He}} often quotes Henry Ford.",
Str_InvestorProfile_MarketResearch1,"{{He}} is a very curious individual who is always on the look-out for a problem worth solving.",
Str_InvestorProfile_MarketResearch2,"{{He}} subscribes to as many podcasts, blogs and magazines on software startup news as {{he}} can find.",
Str_InvestorProfile_MarketResearch3,"{{He}} often says understanding the competition is the most important activity early stage startups should focus on.",
Str_InvestorProfile_MarketResearch4,"{{He}} thinks solving a problem is the easy part. Finding it is what's hard.",
Str_InvestorProfile_MarketResearch5,"{{He}} is known to setup hundreds of Google alerts.",
Str_InvestorProfile_Sales1,"{{He}} appears overly enthusiastic.",
Str_InvestorProfile_Sales2,"{{He}} never leaves the house without {{his}} business cards.",
Str_InvestorProfile_Sales3,"{{He}} is very active on social media and has a large following.",
Str_InvestorProfile_Sales4,"{{He}} is known in the industry for some outrageous publicity stunts, including the infamous Banana Leaf incident.",
Str_InvestorProfile_Sales5,"{{He}} often mentions wanting to create a 'win-win' situation.",
Str_InvestorProfile_Recruitment1,"{{He}} enjoys talking to new people and learning about them.",
Str_InvestorProfile_Recruitment2,"{{He}} believes finding the right team is the key to finding success.",
Str_InvestorProfile_Recruitment3,"{{He}} always asks people for their card or contact information.",
Str_InvestorProfile_Recruitment4,"{{He}} has a fake LinkedIn account intended only for 'stalking' people.",
Str_InvestorProfile_Recruitment5,"{{His}} first question to anyone new {{he}} meets is: 'so, what do you do?'",
Str_InvestorProfile_Finances1,"{{He}} enjoys filing {{his}} own taxes.",
Str_InvestorProfile_Finances2,"{{He}} was quietly counting the number of chairs in the boardroom.",
Str_InvestorProfile_Finances3,"{{He}} runs {{his}} startups by the mantra: cash is king.",
Str_InvestorProfile_Finances4,"{{He}} believes providing free tea and coffee to employees is a disgrace.",
Str_InvestorProfile_Finances5,"{{He}} advises startup founders to take timely payment of employee salaries very seriously.",
Str_InvestorProfile_Legal1,"{{He}} has 3 patents under {{his}} belt.",
Str_InvestorProfile_Legal2,"{{He}} often advises startups to trade mark their brand as quickly as possible.",
Str_InvestorProfile_Legal3,"{{He}} is a big fan of the show Better Call Saul.",
Str_InvestorProfile_Legal4,"{{He}} has never tried to get out of jury duty.",
Str_InvestorProfile_Legal5,"{{He}} often finishes {{his}} sentences with 'I rest my case'.",
Str_InvestorProfile_He_Male,"He",
Str_InvestorProfile_He_Male_Lowercase,"he",
Str_InvestorProfile_His_Male,"His",
Str_InvestorProfile_His_Male_Lowercase,"his",
Str_InvestorProfile_He_Female,"She",
Str_InvestorProfile_He_Female_Lowercase,"she",
Str_InvestorProfile_His_Female,"Her",
Str_InvestorProfile_His_Female_Lowercase,"her",
Str_InvestorProfile_SkillBonus,"Bonus: +1 skill for all current and future employees. The skill depends on the investor's profile.",
Str_Investment_LevelUp,"Level Up <color='#E0FBFCFF'>Seek Investor</color>",
Str_Investment_BeginPitch,"Begin Investment Pitch",
Str_Investment_Practice,"Practice",
Str_Investment_Tip_ShowingSlides,"Getting an investor to invest in your venture is all about getting them excited. Start by examining the investor's profile and showing them slides on topics they might be interested in.

Remember, showing the same type of slide over and over will eventually bore your audience.",
Str_Investment_Tip_AskingQuestions,"When in doubt, you can always ask the investor a clarifying question to eliminate some topics they may not be interested in, at the cost of a slide.

Press the question mark on the computer keyboard to do this.",
Str_Investment_Tip_MakingADeal,"Well done! You have gauged the interest of this investor and they have put in an offer. Here is your chance to try and get a better deal by reducing the equity, or increasing the investment amount. But remember, if you push the investor too far, they may retract their offer completely!",
Str_Investment_Tip_Rejected,"Unfortunately you bored the investor and they have not given you an offer. Better luck next time!",
Str_Investment_Tip_AggressiveOffer,"Your counter offer was too aggressive and the investor has decided to pull out. Better luck next time!",
Str_Investment_Leave,"Leave",
Str_Investment_Slide_Features,"Features",
Str_Investment_Slide_Infrastructure,"Infrastructure",
Str_Investment_Slide_Security,"Security",
Str_Investment_Slide_UX,"UX",
Str_Investment_Slide_Branding,"Branding",
Str_Investment_Slide_InformationArchitecture,"Information Architecture",
Str_Investment_Slide_BusinessModel,"Business Model",
Str_Investment_Slide_Sales,"Sales and Marketing",
Str_Investment_Slide_MarketResearch,"Market Research",
Str_Investment_Slide_Recruitment,"Recruitment",
Str_Investment_Slide_Finances,"Finances",
Str_Investment_Slide_Legal,"Legal",
Str_Investment_Reaction_Positive1,"Awesome!",
Str_Investment_Reaction_Positive2,"Oh wow!",
Str_Investment_Reaction_Positive3,"Hmmm, interesting...",
Str_Investment_Reaction_Positive4,"Excellent!",
Str_Investment_Reaction_Positive5,"Tell me more...",
Str_Investment_Reaction_Average1,"Yeah, OK...",
Str_Investment_Reaction_Average2,"Right...",
Str_Investment_Reaction_Average3,"You don't say",
Str_Investment_Reaction_Average4,"I guess so",
Str_Investment_Reaction_Average5,"Why not",
Str_Investment_Reaction_Negative1,"Zzzzz",
Str_Investment_Reaction_Negative2,"Sorry, what?",
Str_Investment_Reaction_Negative3,"Pffffft!",
Str_Investment_Reaction_Negative4,"Ummmm, sure...",
Str_Investment_Reaction_Negative5,"If you say so",
Str_Investment_Reaction_NoThanks,"Thanks, but no thanks",
Str_Investment_Reaction_InitialOffer,"OK, I'll make an offer",
Str_Investment_Reaction_FinalOffer,"This is my final offer",
Str_Investment_SellCompany,"Sell Company for {0:C0}",
Str_Investment_Offer,"Offer",
Str_Investment_OfferShare,"for {0:P0}",
Str_Investment_OfferRiskNone,"Risk: None",
Str_Investment_OfferRiskLow,"Risk: Low",
Str_Investment_OfferRiskHigh,"Risk: High",
Str_Investment_OfferAccept,"Accept Offer",
Str_Investment_OfferCounter,"Counter Offer",
Str_Investment_OfferReset,"Reset",
Str_Marketing_ColdCalls,"Cold Calls",
Str_Marketing_ColdEmails,"Cold Emails",
